name,kd_differential,str_differential,td_differential,sub_differential,winrate,winstreak,losestreak,totalwins,totalfights,titlefights,titlewins,age_deviation,opp_avg_elo,elo,dob,kowin,koloss,subwin,subloss,udecwin,udecloss,mdecwin,mdecloss,sdecwin,sdecloss
Chad Anheliger,1.0,6.25,-4.0,1.0,0.75,0,1,3,4,0,0,3942,992.4328747140535,1027.7465106891714,"Dec 01, 1986",1,0,0,0,1,0,0,0,1,1
Yoji Anjo,0.0,-11.857142857142858,-2.2857142857142856,-0.14285714285714285,0.0,0,7,0,7,0,0,4668,1031.6445963367935,907.2171814163959,"Mar 28, 1967",1,1,1,2,1,1,0,0,0,0
Magomed Ankalaev,0.46153846153846156,18.384615384615383,0.38461538461538464,-0.15384615384615385,0.7692307692307693,10,0,10,13,1,0,2023,1026.0593580059212,1125.8979474287407,"Jun 02, 1992",5,0,1,1,4,1,0,0,0,0
Gadzhimurad Antigulov,-0.42857142857142855,-6.571428571428571,1.0,0.2857142857142857,0.42857142857142855,0,4,3,7,0,0,3179,1006.5179429799301,979.1923037914839,"Feb 09, 1987",0,3,2,2,0,0,0,0,0,0
Adam Antolin,0.0,1.5714285714285714,0.0,-0.14285714285714285,0.7142857142857143,1,0,5,7,0,0,3841,997.0670927055642,1039.1277951112452,"Feb 28, 1982",1,1,2,2,0,0,0,0,1,0
Angelo Antonio,0.0,-6.0,-1.0,0.0,0.0,0,2,0,2,0,0,1825,1051.7662769569924,972.1260693796585,--,1,1,0,0,0,0,0,0,0,0
Azunna Anyanwu,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0,1,2,3,0,0,4066,1008.8643452157108,1015.8113934442335,"Aug 05, 1981",1,1,0,0,0,0,0,0,0,1
Shinsho Anzai,-0.3333333333333333,-4.166666666666667,1.0,-0.5,0.5,0,1,3,6,0,0,2767,1013.9731347874871,1005.8133563473597,"Dec 01, 1985",2,2,0,1,1,0,0,0,0,0
Shinya Aoki,-0.046511627906976744,-2.3255813953488373,0.7674418604651163,1.8604651162790697,0.8372093023255814,9,0,36,43,5,3,1704,1015.0272241850569,1269.8097709140493,"May 09, 1983",3,4,15,7,6,2,0,0,1,1
Aoriqileng,-0.42857142857142855,-12.714285714285714,-0.2857142857142857,-0.42857142857142855,0.42857142857142855,1,0,3,7,0,0,1936,1000.5699334536409,990.5513125552851,"Jun 25, 1993",1,1,0,0,3,2,0,0,0,0
Josh Appelt,-1.0,-45.0,-2.0,0.0,0.0,0,2,0,2,0,0,3694,1023.2652492355122,969.4695015289755,"Jun 19, 1983",1,1,0,0,0,0,0,0,0,0
Erik Apple,0.0,-0.6666666666666666,-0.3333333333333333,0.0,0.0,0,6,0,6,0,0,3104,1022.9100499083029,916.474609497912,"Aug 26, 1977",1,1,2,2,0,0,0,0,0,0
Kenji Arai,-1.0,-6.0,0.0,0.0,0.0,0,2,0,2,0,0,551,1138.6859274691997,979.7414439227438,"Oct 05, 1979",1,1,0,0,0,0,0,0,0,0
Romie Aram,0.5,-15.5,2.0,-1.0,0.5,0,2,2,4,0,0,150,996.0460269468119,996.4804759620328,"Dec 02, 1977",0,0,0,0,2,2,0,0,0,0
Felipe Arantes,-0.26666666666666666,-2.4,-1.2,0.4,0.4,0,3,6,15,0,0,1967,1010.6836120381195,975.3370966276898,"Feb 09, 1988",1,1,2,0,3,4,0,0,1,2
Igor Araujo,-0.16666666666666666,-12.166666666666666,-1.0,-2.3333333333333335,0.6666666666666666,0,2,4,6,0,0,3514,1019.4323544286423,1028.918914139277,"Dec 06, 1980",0,1,0,0,2,3,0,0,0,0
Viviane Araujo,0.1,-10.1,1.6,0.6,0.6,0,2,6,10,0,0,4127,1021.44056083471,1026.6721069691412,"Nov 21, 1986",1,1,0,0,4,4,0,0,0,0
Julio Arce,-0.25,23.166666666666668,0.25,0.25,0.6666666666666666,0,1,8,12,0,0,2944,1013.0216895045728,1050.846828178518,"Oct 27, 1989",3,2,1,0,2,2,0,0,0,2
Art Arciniega,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Oct 15, 1981",0,0,0,0,0,0,0,0,0,0
Tristan Arenal,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,976.7347507644877,1030.5304984710244,--,0,0,1,1,0,0,0,0,0,0
Gabriel Arges,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jan 29, 1993",0,0,0,0,0,0,0,0,0,0
Dan Argueta,0.0,8.166666666666666,1.1666666666666667,0.6666666666666666,0.3333333333333333,0,1,2,6,0,0,1873,1023.4877460757698,992.2321813763328,"Aug 13, 1993",0,0,0,0,2,3,0,0,0,0
Reza Arianto,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Hashem Arkhagha,-1.0,-31.0,-1.0,-1.0,0.0,0,2,0,2,0,0,2573,1023.2652492355122,969.4695015289755,"Sep 11, 1989",0,0,1,1,0,0,0,0,0,0
Andrei Arlovski,-0.020833333333333332,5.270833333333333,-0.125,0.020833333333333332,0.5625,0,2,27,48,5,3,7065,1059.5090652722702,1075.4208329704848,"Feb 04, 1979",11,11,2,4,9,6,0,0,3,1
Garrett Armfield,0.3333333333333333,4.666666666666667,-1.3333333333333333,-0.6666666666666666,0.3333333333333333,1,0,1,3,0,0,692,1005.7534323781937,986.3839298672341,"Oct 09, 1996",1,0,1,1,0,0,0,0,0,0
Joey Armstrong,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,974.2383042501567,1030.2964822608378,--,1,1,0,0,0,0,0,0,0,0
Austin Arnett,-0.42857142857142855,-29.285714285714285,-0.14285714285714285,0.2857142857142857,0.14285714285714285,0,1,1,7,0,0,847,1011.0178576163287,933.0373567264106,"Oct 22, 1991",1,1,0,0,2,3,0,0,0,0
Ricardo Arona,0.07142857142857142,8.214285714285714,1.4285714285714286,0.6428571428571429,0.7142857142857143,0,1,10,14,2,0,1367,1079.099192695338,1103.7293614382538,"Jul 17, 1978",2,3,1,1,3,0,0,0,2,2
Eli Aronov,0.0,3.0,1.0,-1.0,0.0,0,2,0,2,0,0,813,1023.2652492355122,969.4695015289755,"Jun 06, 1996",0,0,1,1,0,0,0,0,0,0
Chalid Arrab,0.0,-2.6666666666666665,-0.6666666666666666,0.0,0.6666666666666666,0,1,2,3,0,0,1463,992.6900580566011,1013.4734559610724,"May 28, 1975",0,0,0,1,1,1,0,0,0,0
Akbarh Arreola,0.4,-20.6,0.2,0.2,0.2,0,2,1,5,0,0,2867,1025.9425846689883,960.0091133595816,"Jan 14, 1983",0,1,1,0,1,2,0,0,0,0
Matt Arroyo,0.0,-3.6666666666666665,1.3333333333333333,3.0,0.3333333333333333,0,4,2,6,0,0,524,1008.3751194122957,967.0284690648449,"Sep 01, 1982",1,1,1,1,0,0,0,0,1,1
Antonio Arroyo,0.14285714285714285,13.428571428571429,-1.5714285714285714,0.0,0.5714285714285714,0,3,4,7,0,0,2642,1001.1365514490948,1006.7511465527209,"Jul 01, 1989",0,1,1,1,1,3,0,0,0,0
Gilles Arsene,-1.0,-41.0,0.0,-1.0,0.0,0,2,0,2,0,0,1825,1142.8292091778353,980.0764677641638,--,0,0,1,1,0,0,0,0,0,0
Veta Arteaga,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Cesar Arzamendia,-1.3333333333333333,2.3333333333333335,2.0,0.3333333333333333,0.0,0,3,0,3,0,0,187,1011.5736571294173,953.6008528951313,"Jan 31, 1991",1,2,0,0,0,0,0,0,0,0
Teddy Ash,0.0,7.0,0.0,0.0,0.0,0,2,0,2,0,0,1710,1023.2652492355122,969.4695015289755,"Dec 27, 1989",0,0,0,0,1,1,0,0,0,0
Arman Ashimov,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jan 14, 1992",0,0,0,0,0,0,0,0,0,0
Yanal Ashmouz,0.0,-8.0,0.0,0.0,0.6666666666666666,0,1,2,3,0,0,1215,1015.5528179582356,1016.5783031919732,"Mar 31, 1995",1,1,0,0,0,1,0,0,0,0
Asjabharan,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Jul 31, 1992",0,0,0,0,0,0,0,0,0,0
Askar Askar,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Aug 19, 1994",0,0,0,0,0,0,0,0,0,0
Askar Askarov,-0.3333333333333333,2.5,1.8333333333333333,0.3333333333333333,0.5,0,1,3,6,0,0,1635,1054.742967530697,1043.3324338955167,"Oct 09, 1992",0,0,0,0,3,1,0,0,0,0
Cyril Asker,-0.42857142857142855,-6.285714285714286,1.2857142857142858,0.0,0.42857142857142855,0,1,3,7,0,0,2611,989.9244340786269,985.4256575148382,"Dec 24, 1985",2,3,1,1,0,0,0,0,0,0
Khusein Askhabov,0.0,-32.0,-1.0,0.0,0.0,0,2,0,2,0,0,1107,1000.6930626171727,967.3499522372005,"Feb 13, 1995",0,0,0,0,1,1,0,0,0,0
Scott Askham,0.5,-8.125,-1.125,0.625,0.25,0,3,2,8,0,0,1404,1002.1601701520328,941.9767700132907,"May 20, 1988",2,0,0,0,2,2,0,0,0,2
Ben Askren,-0.25,-15.25,1.0,0.25,0.5,0,2,2,4,0,0,3758,1143.0796240694162,1021.8426602399603,"Jul 18, 1984",0,1,1,2,0,0,0,0,0,0
Ibo Aslan,1.0,13.0,0.0,0.0,1.0,2,0,2,2,0,0,850,950.7147842571374,1028.1034652182516,"Apr 23, 1996",1,1,0,0,0,0,0,0,0,0
Tom Aspinall,0.4444444444444444,10.777777777777779,0.5555555555555556,0.2222222222222222,0.8888888888888888,1,0,8,9,0,0,1934,1037.6759072907944,1108.9005289275517,"Apr 11, 1993",4,3,1,1,0,0,0,0,0,0
Bruno Assis,0.0,-29.0,-1.0,1.0,0.0,0,2,0,2,0,0,451,1023.2652492355122,969.4695015289755,"May 23, 1992",0,0,0,0,1,1,0,0,0,0
Junior Assuncao,0.0,8.333333333333334,0.5,-0.8333333333333334,0.3333333333333333,0,1,2,6,0,0,2021,1026.0864782113274,978.1570807105667,"Jun 24, 1981",0,0,2,2,1,1,0,0,0,0
Raphael Assuncao,-0.10344827586206896,12.068965517241379,1.0344827586206897,-0.1724137931034483,0.6896551724137931,0,1,20,29,0,0,5720,1030.3322254336197,1096.817083327585,"Jul 19, 1982",2,3,1,3,8,5,0,0,4,3
Bazigit Atajev,-1.0,-34.0,-1.0,-2.0,0.0,0,2,0,2,0,0,1825,1049.2852157428629,971.8965347817485,--,1,1,0,0,0,0,0,0,0,0
Rich Attonito,0.375,-1.875,-0.5,-0.125,0.625,0,2,5,8,0,0,3470,996.2025668141919,1018.7121881543163,"Jun 16, 1977",2,2,0,0,2,2,0,0,0,0
Olivier Aubin-Mercier,0.0,-7.461538461538462,1.1538461538461537,0.23076923076923078,0.5384615384615384,0,3,7,13,2,0,1986,1017.8045146383985,1017.4657606273943,"Feb 23, 1989",1,0,4,0,1,4,0,0,2,1
Pat Audinwood,-0.5,-29.5,-0.5,-0.5,0.0,0,4,0,4,0,0,120,1034.4803726252953,943.6681689532566,"Apr 16, 1986",0,0,1,1,1,1,0,0,0,0
Jose Augusto,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Mar 28, 1992",0,0,0,0,0,0,0,0,0,0
Marcus Aurelio,-0.0625,-8.4375,0.5625,1.125,0.4375,0,4,7,16,1,0,4427,1046.2689780153078,992.3956250034031,"Aug 18, 1973",1,0,2,1,3,4,0,0,1,4
David Avellan,-1.0,-2.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,1,1,0,0,0,0,0,0,0,0
Blas Avena,0.1111111111111111,-6.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0,2,4,9,0,0,216,1005.8904041298584,986.4308614374955,"Jun 30, 1983",3,3,2,1,0,0,0,0,0,0
Levi Avera,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,868,1023.2652492355122,969.4695015289755,"May 17, 1982",0,0,0,0,1,1,0,0,0,0
Anthony Avila,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,997,976.7347507644877,1030.5304984710244,"Dec 29, 1988",0,0,0,0,1,1,0,0,0,0
Chris Avila,0.0,-21.666666666666668,-2.3333333333333335,0.0,0.0,0,3,0,3,0,0,431,995.8920388376995,951.6244616173248,"Jan 16, 1993",0,0,0,0,1,2,0,0,0,0
Julia Avila,0.4,6.0,-0.8,-0.4,0.8,1,0,4,5,0,0,2974,969.1083211696794,1037.6928236723645,"May 11, 1988",1,0,1,0,1,2,0,0,0,0
Saad Awad,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1043,1023.2652492355122,969.4695015289755,"Jun 07, 1983",0,0,1,1,0,0,0,0,0,0
Javy Ayala,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Aug 20, 1988",0,0,0,0,0,0,0,0,0,0
Jessin Ayari,-0.8,4.0,-0.4,0.2,0.4,0,3,2,5,0,0,1227,1008.5374409188677,982.3734928601598,"May 31, 1992",0,1,0,0,0,2,0,0,1,1
Abu Azaitar,-0.3333333333333333,8.333333333333334,-1.3333333333333333,-0.6666666666666666,0.6666666666666666,0,1,2,3,0,0,3676,975.9985148187312,1011.1030226412921,"Mar 10, 1986",0,1,0,0,1,1,0,0,0,0
Ottman Azaitar,0.0,5.6,0.0,0.0,0.6,0,2,3,5,0,0,3073,999.2109677177771,1010.79843972114,"Feb 20, 1990",2,3,0,0,0,0,0,0,0,0
Luiz Azeredo,0.0,-3.888888888888889,-1.3333333333333333,0.1111111111111111,0.5555555555555556,0,2,5,9,0,0,2401,1036.1775371280803,1019.1212719505701,"Jun 10, 1976",1,3,0,0,0,2,0,0,1,0
Luciano Azevedo,0.0,-8.0,1.0,0.0,0.0,0,2,0,2,0,0,69,1066.3747644910652,973.4680823060332,"Jun 25, 1981",1,1,0,0,0,0,0,0,0,0
Hunter Azure,0.0,29.833333333333332,0.3333333333333333,1.3333333333333333,0.6666666666666666,0,1,4,6,0,0,1506,1013.2007047860992,1029.2465308885203,"Mar 02, 1992",0,1,0,0,3,1,0,0,0,1
Niklas Backstrom,-0.25,-13.5,-0.25,1.0,0.5,0,2,2,4,0,0,308,1014.5643906489821,999.5047957722821,"Aug 22, 1989",0,1,1,1,0,0,0,1,0,0
Seth Baczynski,-0.15384615384615385,-0.15384615384615385,-0.9230769230769231,0.6153846153846154,0.38461538461538464,0,4,5,13,0,0,3095,1031.4190351670477,965.881029570258,"Oct 26, 1981",2,3,2,0,3,2,0,0,1,0
Abdul Azeem Badakhshi,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Ryan Bader,0.19047619047619047,14.428571428571429,1.9047619047619047,0.047619047619047616,0.7619047619047619,2,0,16,21,2,2,3094,1093.3728131724172,1182.6592193673764,"Jun 07, 1983",5,4,1,2,8,0,0,0,1,0
Izabela Badurek,0.0,-10.0,1.0,-1.0,0.0,0,2,0,2,0,0,450,1023.2652492355122,969.4695015289755,"Jul 11, 1991",0,0,1,1,0,0,0,0,0,0
Miguel Baeza,0.625,-5.375,0.25,1.25,0.625,0,3,5,8,0,0,1703,1022.1895785276425,1026.0987017325035,"Aug 23, 1992",1,3,1,0,1,2,0,0,0,0
Ali Bagautinov,0.5,-2.125,1.875,-0.25,0.625,0,1,5,8,1,0,2360,1047.4799714309693,1037.3233880408154,"Jun 10, 1985",1,1,0,0,3,3,0,0,0,0
Mehdi Baghdad,0.3333333333333333,-10.666666666666666,-1.3333333333333333,-0.6666666666666666,0.0,0,3,0,3,0,0,2283,1071.9357441535014,961.801189688601,"Apr 13, 1985",0,0,1,1,0,0,0,0,0,1
Melsik Baghdasaryan,0.14285714285714285,29.285714285714285,-1.1428571428571428,-0.42857142857142855,0.8571428571428571,1,0,6,7,0,0,2366,996.891590750029,1069.333718873642,"Jan 28, 1992",0,1,0,1,3,2,0,0,0,0
Siyar Bahadurzada,0.9,-0.7,-0.6,0.2,0.6,0,2,6,10,0,0,3822,1026.7256571063947,1031.4640972003065,"Apr 17, 1984",3,2,1,0,0,4,0,0,0,0
Ignacio Bahamondes,0.42857142857142855,36.0,-0.5714285714285714,0.2857142857142857,0.7142857142857143,0,1,5,7,0,0,349,1012.2911009002926,1044.467140010605,"Aug 27, 1997",2,1,1,0,1,1,0,0,0,1
Bahatebole Batebolati,-1.0,-2.0,1.0,0.0,1.0,2,0,2,2,0,0,264,990.2943595532115,1031.8035135166106,"Sep 12, 1997",0,0,0,0,0,0,0,0,0,0
Shamar Bailey,0.0,-14.714285714285714,0.7142857142857143,-0.14285714285714285,0.5714285714285714,0,2,4,7,0,0,1525,1004.1710149053162,1011.0478542646217,"Sep 22, 1982",0,1,0,0,2,4,0,0,0,0
Jordan Bailey,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Scott Baker,0.0,-3.0,1.0,-5.0,0.0,0,2,0,2,0,0,1825,1045.0022073568257,971.4885493339186,--,0,0,1,1,0,0,0,0,0,0
Bryan Baker,0.0,-2.75,-2.5,-0.5,0.75,0,1,3,4,0,0,925,977.8117202237053,1025.1462200891954,"Oct 13, 1985",1,1,0,0,0,1,0,0,1,0
Jin Bala,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Balajin,0.0,-20.0,-1.0,-3.0,0.0,0,2,0,2,0,0,2038,994.7734619258493,966.7944528546583,"Mar 31, 1992",0,0,0,0,1,1,0,0,0,0
Oluwale Bamgbose,0.16666666666666666,-2.0,-0.6666666666666666,0.0,0.16666666666666666,0,3,1,6,0,0,1967,1016.1229500205137,943.7433216488803,"Aug 04, 1987",2,3,0,0,0,1,0,0,0,0
Stephen Banaszak,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,"Dec 07, 1990",0,0,0,0,0,0,0,0,0,0
Marcin Bandel,-0.5,-17.0,0.0,-1.0,0.0,0,4,0,4,0,0,189,1028.494018484627,942.6566405375847,"Oct 10, 1989",2,2,0,0,0,0,0,0,0,0
Humberto Bandenay,0.16666666666666666,-18.166666666666668,1.0,0.16666666666666666,0.3333333333333333,0,4,2,6,0,0,19,1010.3479990165165,967.2470909679905,"Sep 04, 1994",1,2,0,0,2,1,0,0,0,0
Tae Hyun Bang,0.5714285714285714,5.428571428571429,-3.0,0.0,0.42857142857142855,0,1,3,7,0,0,3070,1010.6821311129721,989.9942076769718,"Apr 15, 1983",1,1,0,1,1,2,0,0,1,0
Yohan Banks,0.0,0.0,0.0,0.0,1.0,4,0,4,4,0,0,1825,977.74948613926,1058.4044290913662,--,1,1,0,0,1,1,0,0,0,0
Shauna Bannon,0.0,-2.0,-2.0,0.0,0.0,0,2,0,2,0,0,1739,1036.1284219893691,970.6731367150005,"Oct 23, 1993",0,0,0,0,1,1,0,0,0,0
Antonio Banuelos,0.0,-0.1111111111111111,1.2222222222222223,-0.16666666666666666,0.5555555555555556,1,0,10,18,3,0,2662,1014.3046475688006,1038.5236362146543,"Sep 23, 1979",2,3,0,0,5,4,0,0,3,1
Renan Barao,-0.047619047619047616,-1.5238095238095237,1.0952380952380953,0.5238095238095238,0.5714285714285714,0,6,12,21,6,4,2852,1043.005679764079,1007.8741927638243,"Jan 31, 1987",2,3,5,1,4,4,0,0,1,1
Junior Barata,-1.0,-11.0,0.0,0.0,0.0,0,2,0,2,0,0,820,1078.919507785387,974.6050376290104,"Jan 25, 1982",1,1,0,0,0,0,0,0,0,0
Maycee Barber,-0.07692307692307693,25.615384615384617,0.15384615384615385,0.0,0.8461538461538461,5,0,11,13,0,0,43,1010.7799158603368,1120.333776286042,"May 18, 1998",4,3,0,0,2,2,0,0,2,0
Bryan Barberena,0.1,9.85,-3.2,-0.3,0.55,0,3,11,20,0,0,3373,1040.567013126304,1034.4862723651113,"May 03, 1989",4,3,1,2,2,6,0,1,1,0
Dione Barbosa,0.0,1.0,0.0,3.0,1.0,2,0,2,2,0,0,2317,976.7347507644877,1030.5304984710244,"May 08, 1992",0,0,1,1,0,0,0,0,0,0
Edson Barboza,0.4,0.16666666666666666,-0.43333333333333335,-0.2,0.6333333333333333,1,0,19,30,0,0,4473,1067.258602081379,1095.0128788801221,"Jan 21, 1986",9,6,0,2,5,4,1,0,1,2
Raoni Barcelos,0.35714285714285715,1.7857142857142858,1.2857142857142858,0.35714285714285715,0.6428571428571429,0,2,9,14,0,0,4120,1003.4652452229693,1031.1737189273128,"May 01, 1987",2,3,1,1,4,2,0,1,0,0
Daniel Barez,0.3333333333333333,-17.666666666666668,3.0,0.3333333333333333,0.0,0,3,0,3,0,0,3517,1025.6085146694104,955.6197289422155,"Dec 10, 1988",0,0,0,1,0,0,0,0,1,1
Danny Barlow,0.0,9.0,0.0,0.0,1.0,2,0,2,2,0,0,1157,976.7347507644877,1030.5304984710244,"Aug 02, 1995",1,1,0,0,0,0,0,0,0,0
Luke Barnatt,0.125,9.75,-1.25,0.125,0.625,0,3,5,8,0,0,769,1011.105138232178,1022.441516142498,"Apr 13, 1988",1,1,1,0,1,2,0,0,0,2
James Barnes,0.0,-34.0,-2.0,0.0,0.0,0,2,0,2,0,0,5264,1023.2652492355122,969.4695015289755,"May 28, 1982",1,1,0,0,0,0,0,0,0,0
Nick Barnes,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Shonte Barnes,0.0,6.0,-2.0,-1.0,0.0,0,2,0,2,0,0,3532,1023.2652492355122,969.4695015289755,"Feb 09, 1987",0,0,1,1,0,0,0,0,0,0
Josh Barnett,0.03125,9.4375,0.125,0.6875,0.75,1,0,24,32,3,1,5052,1067.3919530657236,1195.1213165469549,"Nov 10, 1977",7,5,10,4,2,3,0,0,1,0
Chris Barnett,-0.2,-15.2,-0.6,-1.0,0.4,1,0,2,5,0,0,4112,1047.1808158676317,996.8018660684504,"Jun 14, 1986",2,0,1,1,0,1,0,0,0,0
Chris Barnhizer,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,976.7347507644877,1030.5304984710244,--,0,0,1,1,0,0,0,0,0,0
David Baron,0.0,-9.5,-3.0,-3.0,0.0,0,4,0,4,0,0,3904,1091.00116547728,952.5190955006553,"Feb 15, 1973",0,0,2,2,0,0,0,0,0,0
Phil Baroni,0.2727272727272727,-8.0,-0.2727272727272727,-0.5454545454545454,0.36363636363636365,0,6,8,22,1,0,4283,1031.6159339123662,930.9932026248167,"Apr 16, 1976",5,3,2,2,1,8,0,1,0,0
Dan Barrera,0.0,-6.0,1.0,-4.0,0.0,0,2,0,2,0,0,721,1023.2652492355122,969.4695015289755,"Dec 23, 1980",0,0,0,0,1,1,0,0,0,0
Carlos Barreto,0.0,-6.25,0.75,0.25,0.25,1,0,1,4,0,0,1825,1022.3291746023699,974.9663416088243,--,0,0,0,0,2,2,0,0,0,0
Jose Barreto,-1.0,-12.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,994.7734619258493,966.7944528546583,--,1,1,0,0,0,0,0,0,0,0
Peter Barrett,-0.25,7.0,0.75,-1.75,0.5,0,2,2,4,0,0,3418,1013.9734558092222,999.7201137353774,"Aug 10, 1986",0,0,0,1,1,2,0,0,0,0
Marc-Andre Barriault,0.16666666666666666,7.25,-1.75,-0.08333333333333333,0.4166666666666667,2,0,5,12,0,0,3040,1023.8311170279685,1011.7538661333674,"Feb 18, 1990",1,2,1,1,2,3,0,0,0,1
David Barrios,0.0,0.0,0.0,0.0,0.0,0,2,0,2,0,0,1825,1023.2652492355122,969.4695015289755,--,0,0,0,0,1,1,0,0,0,0
Alexandre Barros,-1.0,-25.0,1.0,-2.0,0.0,0,2,0,2,0,0,2622,1099.603448644576,976.440666085945,"Nov 19, 1976",1,1,0,0,0,0,0,0,0,0
Ricardo Barros,0.0,-20.0,0.0,0.0,0.0,0,2,0,2,0,0,2819,1051.7662769569924,972.1260693796585,"Mar 22, 1976",1,1,0,0,0,0,0,0,0,0
Francimar Barroso,0.0,-2.857142857142857,1.4285714285714286,-0.07142857142857142,0.42857142857142855,0,3,6,14,0,0,4716,1003.0895712975552,989.1404071709009,"Feb 28, 1980",0,0,0,1,5,3,0,0,1,2
Pat Barry,0.2857142857142857,-3.4285714285714284,-0.42857142857142855,-0.5,0.42857142857142855,0,2,6,14,0,0,3446,1031.8037580938349,982.069894419804,"Jul 07, 1979",4,5,1,3,1,0,0,0,0,0
Dean Barry,1.0,18.0,0.0,0.0,0.0,0,2,0,2,0,0,1761,994.8876492336913,966.8051616890532,"Jul 03, 1992",0,0,0,0,0,0,0,0,0,0
Enrique Barzola,0.0,15.363636363636363,3.6363636363636362,0.2727272727272727,0.6363636363636364,0,1,7,11,2,2,2153,1011.0648646378496,1052.5299352656077,"Apr 28, 1989",0,0,0,0,5,3,0,0,1,1
Javid Basharat,0.0,51.2,1.4,0.4,1.0,5,0,5,5,0,0,866,996.110447534132,1075.6082652077198,"Sep 07, 1995",0,0,1,1,3,0,0,0,0,0
Farid Basharat,0.0,46.75,2.5,-1.0,1.0,4,0,4,4,0,0,402,987.6487345740712,1060.2904854058124,"Aug 02, 1997",0,0,1,0,2,1,0,0,0,0
Stephen Bass,0.0,-15.0,-1.0,0.0,0.0,0,2,0,2,0,0,1486,1023.2652492355122,969.4695015289755,"Nov 14, 1982",0,0,0,0,1,1,0,0,0,0
Sean Bassett,0.0,0.0,0.0,0.0,0.0,0,5,0,5,0,0,1825,1022.2272811426294,928.6705793280244,--,1,2,1,1,0,0,0,0,0,0
Ryan Bastianelli,0.0,0.0,0.0,0.0,1.0,2,0,2,2,0,0,1825,976.7347507644877,1030.5304984710244,--,0,0,0,0,1,1,0,0,0,0
Shayna Baszler,-0.8333333333333334,-36.333333333333336,-0.5,0.8333333333333334,0.0,0,6,0,6,0,0,3518,1044.6738573898326,922.0413876883875,"Aug 08, 1980",1,3,0,0,0,2,0,0,0,0
Michel Batista,0.0,-9.0,1.0,-1.0,0.0,0,2,0,2,0,0,3517,1023.2652492355122,969.4695015289755,"Apr 20, 1984",0,0,1,1,0,0,0,0,0,0
Bryan Battle,0.125,11.75,-1.25,0.125,0.875,2,0,7,8,0,0,1469,994.4932755890227,1081.9502395460624,"Sep 21, 1994",2,0,2,1,1,2,0,0,0,0
Alan Baudot,0.2,0.8,-1.4,0.0,0.0,0,4,0,5,0,0,3438,1038.760546958491,947.3517159492441,"Feb 01, 1988",1,2,0,0,0,1,0,0,0,0
Mario Bautista,-0.2,7.2,0.3,0.2,0.7,5,0,7,10,0,0,1881,1011.2135999594041,1068.8058266275925,"Jul 01, 1993",1,1,4,1,3,0,0,0,0,0
Chris Beal,0.2857142857142857,3.857142857142857,0.42857142857142855,-0.5714285714285714,0.5714285714285714,0,3,4,7,0,0,2149,988.255098964879,1002.7296512400294,"Aug 06, 1985",1,1,0,1,1,2,0,0,0,1
Donovan Beard,0.0,-5.0,-1.0,-1.0,0.0,0,2,0,2,0,0,2889,1051.7662769569924,972.1260693796585,"Nov 05, 1989",0,0,1,1,0,0,0,0,0,0
Rudy Bears,0.0,-1.0,-2.0,-1.0,0.0,0,2,0,2,0,0,1825,1064.1143130485557,973.261591060834,--,0,0,1,1,0,0,0,0,0,0
Salvador Becerra,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,--,0,0,0,0,0,0,0,0,0,0
Ariel Beck,-1.0,1.0,0.0,0.0,0.0,0,2,0,2,0,0,813,1023.2652492355122,969.4695015289755,"Sep 16, 1990",1,1,0,0,0,0,0,0,0,0
Jeff Bedard,0.0,7.0,2.0,0.5,0.5,0,2,2,4,0,0,4600,986.0821537671335,994.8007552268622,"Feb 06, 1970",0,0,1,1,1,1,0,0,0,0
